customer_id,signup_date,customer_region,customer_country,segment
40087,2025-08-25,NA,Mexico,Returning
40088,2023-04-15,NA,Mexico,New
40089,2025-02-11,NA,United States,New
40090,2023-12-19,EU,Sweden,New
40091,2025-03-25,NA,Mexico,Returning
40092,2024-08-13,NA,United States,New
40093,2024-12-13,NA,Mexico,New
40094,2025-03-27,NA,Mexico,VIP
40095,2025-05-22,NA,Mexico,New
40096,2023-05-20,EU,Spain,New
40097,2024-12-06,EU,Sweden,New
40098,2023-05-18,NA,United States,New
40099,2025-07-08,EU,France,New
40100,2024-09-04,NA,United States,Returning
40101,2023-07-07,EU,Italy,New
40102,2023-10-13,NA,Canada,Returning
40103,2025-05-22,EU,Spain,New
40104,2024-09-19,NA,United States,New
40105,2023-08-12,EU,Netherlands,New
40106,2025-03-10,NA,United States,Returning
40107,2024-11-30,NA,Canada,New
40108,2023-03-16,NA,Mexico,New
40109,2023-10-03,EU,Spain,Returning
40110,2025-04-02,EU,Poland,New
40111,2023-12-08,EU,Spain,New
40112,2023-02-06,EU,France,Returning
40113,2024-08-11,NA,Mexico,New
40114,2025-05-25,NA,Canada,New
40115,2024-06-25,EU,Poland,Returning
40116,2025-08-08,NA,Canada,New
40117,2023-04-22,EU,Germany,New
40118,2024-10-12,EU,France,Returning
40119,2024-09-24,EU,Netherlands,New
40120,2025-08-16,EU,Spain,Returning
40121,2024-05-22,APAC,South Korea,New
40122,2025-03-11,EU,Netherlands,Returning
40123,2023-05-22,EU,Sweden,New
40124,2023-02-13,APAC,Japan,New
40125,2024-11-28,EU,Germany,New
40126,2023-01-04,APAC,South Korea,New
40127,2025-05-02,EU,Poland,New
40128,2023-01-21,EU,Sweden,New
40129,2024-11-01,EU,Netherlands,New
40130,2024-03-16,NA,Mexico,New
40131,2024-09-20,NA,Canada,Returning
40132,2024-08-30,NA,Canada,New
40133,2024-03-08,NA,United States,New
40134,2024-04-13,APAC,Japan,New
40135,2024-05-05,APAC,Singapore,Returning
40136,2024-10-21,NA,United States,Returning
40137,2024-11-22,EU,Poland,New
40138,2024-03-13,NA,Mexico,New
40139,2023-12-10,EU,Poland,VIP
40140,2023-02-11,NA,United States,Returning
40141,2025-01-28,NA,Canada,New
40142,2023-08-09,EU,Germany,New
40143,2024-02-27,EU,Italy,Returning
40144,2025-08-24,EU,Netherlands,New
40145,2025-02-03,EU,France,New
40146,2023-12-03,APAC,Australia,New
40147,2024-04-07,EU,Poland,New
40148,2023-11-13,EU,Spain,New
40149,2024-09-01,EU,Spain,New
40150,2023-05-29,EU,Netherlands,Returning
40151,2025-07-16,NA,Canada,New
40152,2025-08-19,APAC,India,Returning
40153,2023-10-18,EU,Poland,Returning
40154,2023-08-13,EU,Germany,Returning
40155,2024-06-09,EU,Poland,New
40156,2024-09-22,EU,Spain,Returning
40157,2024-09-18,EU,Netherlands,New
40158,2023-02-10,EU,Poland,Returning
40159,2024-11-23,NA,United States,Returning
40160,2023-03-06,EU,Poland,New
40161,2023-11-30,EU,Italy,New
40162,2024-11-29,NA,United States,New
40163,2025-05-14,NA,Mexico,Returning
40164,2024-09-10,EU,France,New
40165,2023-06-05,NA,Canada,New
40166,2024-10-24,NA,United States,New
40167,2023-02-06,EU,France,New
40168,2023-08-13,EU,Spain,Returning
40169,2023-05-01,EU,Poland,Returning
40170,2025-08-17,APAC,Singapore,New
40171,2023-12-25,NA,Canada,Returning
40172,2024-06-27,NA,United States,Returning
40173,2025-02-09,EU,Germany,New
40174,2025-08-02,EU,Spain,New
40175,2025-08-27,NA,Canada,New
40176,2023-06-09,NA,Mexico,New
40177,2024-01-19,EU,Sweden,Returning
40178,2024-01-30,EU,Poland,New
40179,2025-02-14,EU,Netherlands,Returning
40180,2023-11-23,APAC,Japan,New
40181,2023-08-14,EU,Germany,New
40182,2025-01-05,NA,Mexico,Returning
40183,2024-04-27,APAC,Japan,New
40184,2024-12-29,EU,Spain,New
40185,2024-01-06,EU,Poland,New
40186,2024-04-18,EU,Poland,Returning
40187,2023-01-09,EU,Germany,New
40188,2023-01-16,EU,Spain,Returning
40189,2023-01-01,NA,United States,New
40190,2023-06-20,EU,Netherlands,New
40191,2023-12-05,EU,Netherlands,Returning
40192,2023-02-18,EU,Poland,New
40193,2023-06-06,NA,Mexico,New
40194,2025-04-04,NA,Canada,New
40195,2025-04-12,EU,Netherlands,Returning
40196,2023-10-10,NA,Canada,New
40197,2025-07-10,NA,United States,New
40198,2023-04-25,EU,Spain,New
40199,2023-01-31,NA,Canada,New
40200,2023-12-11,APAC,India,Returning
40201,2023-09-15,NA,United States,Returning
40202,2023-03-17,NA,Canada,New
40203,2025-04-05,NA,Mexico,New
40204,2025-08-11,EU,France,Returning
40205,2023-09-21,NA,Canada,Returning
40206,2023-11-03,NA,Mexico,New
40207,2024-11-30,EU,Spain,Returning
40208,2025-06-27,EU,Spain,New
40209,2023-10-07,NA,Canada,New
40210,2024-10-26,EU,Italy,New
40211,2023-01-23,EU,France,New
40212,2024-07-05,EU,Germany,Returning
40213,2025-08-19,NA,Canada,New
40214,2024-04-08,EU,Germany,New
40215,2024-09-16,APAC,Japan,Returning
40216,2024-10-31,EU,Spain,New
40217,2024-09-07,NA,Canada,Returning
40218,2024-10-30,EU,Italy,Returning
40219,2025-05-13,NA,Mexico,Returning
40220,2023-01-11,NA,Mexico,New
40221,2025-05-11,EU,Spain,Returning
40222,2025-06-03,EU,Spain,New
40223,2025-05-30,NA,Canada,New
40224,2023-12-25,EU,Poland,New
40225,2024-07-21,NA,Canada,New
40226,2023-12-11,NA,Canada,New
40227,2025-03-29,NA,United States,Returning
40228,2024-02-01,NA,Mexico,Returning
40229,2023-11-01,NA,Canada,New
40230,2024-10-29,NA,United States,Returning
40231,2023-02-18,APAC,Singapore,Returning
40232,2024-01-02,EU,France,New
40233,2023-07-20,NA,Canada,New
40234,2023-12-31,EU,Italy,VIP
40235,2024-03-13,APAC,Australia,New
40236,2023-03-03,EU,Germany,Returning
40237,2025-04-22,NA,Canada,Returning
40238,2024-02-10,EU,Poland,New
40239,2023-12-16,EU,France,New
40240,2023-05-26,EU,Poland,Returning
40241,2025-08-27,EU,Germany,Returning
40242,2025-04-13,APAC,Japan,New
40243,2024-04-14,APAC,India,Returning
40244,2023-11-22,APAC,Singapore,Returning
40245,2024-03-31,EU,Germany,New
40246,2025-07-24,EU,Germany,Returning
40247,2023-08-04,NA,United States,VIP
40248,2024-10-28,EU,Germany,Returning
40249,2025-05-30,EU,Poland,New
40250,2025-01-06,EU,Poland,Returning
40251,2025-04-27,NA,Canada,Returning
40252,2025-07-12,EU,Germany,New
40253,2023-02-28,EU,Germany,New
40254,2023-08-21,NA,Mexico,Returning
40255,2023-05-21,NA,United States,New
40256,2024-07-06,EU,Italy,New
40257,2024-02-01,EU,Italy,New
40258,2023-02-09,EU,France,New
40259,2024-06-27,EU,Sweden,New
40260,2023-04-09,APAC,Singapore,New
40261,2024-02-01,EU,Poland,New
40262,2023-12-24,NA,United States,New
40263,2025-05-20,APAC,Singapore,New
40264,2024-10-26,EU,Sweden,Returning
40265,2024-08-30,EU,Spain,New
40266,2025-03-21,APAC,Australia,Returning
40267,2023-06-25,EU,Poland,VIP
40268,2023-09-07,EU,Spain,New
40269,2025-01-02,EU,Sweden,Returning
40270,2024-12-30,NA,Canada,Returning
40271,2023-01-21,EU,Italy,New
40272,2023-08-07,EU,France,New
40273,2023-08-10,APAC,Australia,New
40274,2023-01-06,EU,Sweden,Returning
40275,2024-10-06,NA,United States,New
40276,2023-02-22,APAC,India,New
40277,2025-03-30,NA,Mexico,New
40278,2024-07-24,APAC,Australia,New
40279,2025-01-11,EU,Netherlands,Returning
40280,2024-04-29,EU,Germany,Returning
40281,2025-08-03,APAC,South Korea,Returning
40282,2023-09-21,NA,Canada,Returning
40283,2024-06-27,EU,Netherlands,New
40284,2023-01-07,EU,Poland,New
40285,2025-03-22,EU,France,New
40286,2024-07-07,NA,Mexico,Returning
40287,2023-06-21,APAC,Australia,New
40288,2025-03-07,NA,United States,New
40289,2025-08-21,EU,Italy,Returning
40290,2023-03-08,EU,France,Returning
40291,2025-04-03,EU,Germany,Returning
40292,2024-12-18,NA,Mexico,New
40293,2023-12-12,APAC,Japan,Returning
40294,2024-09-10,NA,United States,Returning
40295,2025-02-03,EU,Spain,New
40296,2024-04-11,APAC,Japan,Returning
40297,2024-10-11,EU,Spain,Returning
40298,2023-02-17,APAC,South Korea,New
40299,2025-06-20,EU,Italy,New
40300,2025-06-18,NA,Mexico,New
40301,2023-07-24,NA,Mexico,New
40302,2024-04-10,NA,Mexico,Returning
40303,2023-08-21,APAC,Australia,VIP
40304,2024-01-25,EU,Sweden,New
40305,2023-09-26,NA,Canada,Returning
40306,2025-04-19,EU,Italy,Returning
40307,2024-11-07,EU,Netherlands,New
40308,2025-04-03,NA,United States,New
40309,2025-02-11,EU,Poland,New
40310,2024-12-09,APAC,Japan,New
40311,2023-06-12,APAC,Japan,Returning
40312,2025-03-18,APAC,India,Returning
40313,2025-02-01,EU,Netherlands,New
40314,2023-05-02,EU,Spain,VIP
40315,2023-03-27,EU,Sweden,Returning
40316,2025-01-11,NA,Canada,Returning
40317,2024-01-16,NA,Mexico,Returning
40318,2023-11-16,EU,Spain,Returning
40319,2024-01-22,NA,Canada,Returning
40320,2025-04-24,APAC,South Korea,New
40321,2023-12-21,EU,Poland,New
40322,2023-12-27,APAC,Australia,New
40323,2024-01-24,EU,Netherlands,Returning
40324,2023-02-22,EU,Germany,Returning
40325,2023-02-06,NA,Canada,New
40326,2024-02-08,EU,Germany,Returning
40327,2023-01-17,EU,Sweden,Returning
40328,2025-01-07,NA,Canada,New
40329,2024-02-18,APAC,Singapore,New
40330,2024-05-02,NA,United States,Returning
40331,2023-11-24,EU,Poland,New
40332,2025-01-13,EU,Netherlands,Returning
40333,2024-02-21,EU,Spain,Returning
40334,2023-02-04,APAC,Singapore,Returning
40335,2024-04-20,EU,Spain,New
40336,2023-06-22,NA,Mexico,Returning
40337,2024-08-02,NA,Mexico,Returning
40338,2024-07-02,EU,Netherlands,Returning
40339,2024-04-07,NA,Canada,New
40340,2024-01-11,NA,United States,VIP
40341,2024-08-03,EU,Germany,Returning
40342,2024-10-24,EU,Sweden,New
40343,2025-05-05,APAC,Singapore,New
40344,2025-07-26,EU,France,New
40345,2023-03-22,APAC,Singapore,New
40346,2024-10-04,EU,Sweden,Returning
40347,2023-03-24,EU,France,New
40348,2024-02-11,APAC,Australia,New
40349,2024-12-23,EU,Spain,New
40350,2024-06-12,EU,Poland,Returning
40351,2025-02-25,EU,Poland,Returning
40352,2025-06-08,EU,Netherlands,Returning
40353,2025-08-06,EU,Sweden,Returning
40354,2024-10-17,EU,Sweden,Returning
40355,2024-10-17,EU,France,New
40356,2025-02-21,EU,France,Returning
40357,2023-08-15,EU,Sweden,Returning
40358,2023-10-21,EU,Germany,Returning
40359,2023-11-29,APAC,Singapore,New
40360,2024-12-25,NA,United States,New
40361,2023-12-09,EU,Netherlands,New
40362,2023-05-16,NA,Canada,Returning
40363,2025-02-16,EU,Spain,Returning
40364,2024-12-31,APAC,Japan,New
40365,2024-08-01,EU,Italy,New
40366,2025-05-08,NA,Mexico,New
40367,2025-02-10,EU,Spain,VIP
40368,2025-05-26,APAC,Japan,New
40369,2023-09-11,EU,Spain,New
40370,2023-04-24,EU,Spain,Returning
40371,2023-11-29,EU,Spain,Returning
40372,2025-03-19,APAC,Japan,VIP
40373,2025-06-19,EU,Italy,New
40374,2023-04-18,EU,Poland,New
40375,2025-04-13,NA,Canada,New
40376,2024-04-10,NA,Mexico,Returning
40377,2025-03-07,APAC,Australia,New
40378,2024-10-26,EU,Italy,Returning
40379,2023-02-28,APAC,Japan,New
40380,2024-04-16,EU,Italy,New
40381,2023-03-28,EU,Italy,New
40382,2023-11-28,EU,Italy,VIP
40383,2025-01-07,EU,Sweden,New
40384,2024-10-28,EU,Germany,Returning
40385,2024-11-17,APAC,Japan,VIP
40386,2024-10-05,EU,Netherlands,Returning
40387,2023-01-15,APAC,Japan,New
40388,2024-07-21,EU,Netherlands,New
40389,2024-04-17,NA,Canada,Returning
40390,2024-05-29,EU,Sweden,Returning
40391,2023-07-27,APAC,Singapore,New
40392,2024-11-18,EU,Italy,New
40393,2024-08-14,EU,France,New
40394,2024-01-28,EU,France,New
40395,2023-02-25,APAC,South Korea,Returning
40396,2023-03-08,APAC,India,New
40397,2023-12-16,NA,Mexico,Returning
40398,2024-06-07,EU,Poland,New
40399,2025-08-28,APAC,India,New
40400,2024-12-05,NA,Mexico,New
40401,2024-04-17,NA,Mexico,New
40402,2023-10-19,EU,Poland,VIP
40403,2023-06-14,EU,Netherlands,New
40404,2023-05-18,EU,Sweden,New
40405,2023-03-12,EU,Spain,New
40406,2025-06-07,EU,Netherlands,VIP
40407,2023-01-16,APAC,Singapore,Returning
40408,2025-04-21,APAC,Singapore,New
40409,2024-07-22,NA,United States,New
40410,2024-08-25,EU,Netherlands,Returning
40411,2025-07-22,EU,Germany,New
40412,2025-02-05,NA,United States,New
40413,2023-05-24,NA,United States,New
40414,2025-08-01,NA,United States,Returning
40415,2023-06-21,EU,Netherlands,Returning
40416,2024-07-08,APAC,India,Returning
40417,2024-09-15,EU,France,New
40418,2023-08-26,EU,Netherlands,New
40419,2024-09-05,NA,United States,Returning
40420,2024-09-14,EU,Poland,New
40421,2025-08-12,EU,Netherlands,Returning
40422,2025-06-09,NA,Canada,New
40423,2024-01-25,NA,Canada,New
40424,2024-11-03,NA,United States,New
40425,2025-03-10,EU,Netherlands,New
40426,2023-01-26,NA,Mexico,New
40427,2024-10-29,NA,Mexico,New
40428,2025-06-12,EU,Italy,New
40429,2023-04-28,EU,Germany,New
40430,2025-01-04,NA,Mexico,New
40431,2023-02-28,EU,Netherlands,Returning
40432,2024-01-27,NA,Canada,Returning
40433,2025-03-09,EU,Italy,New
40434,2025-08-19,EU,Poland,New
40435,2024-12-09,EU,France,Returning
40436,2024-12-03,EU,Sweden,New
40437,2023-09-10,EU,Germany,New
40438,2025-03-14,EU,Spain,VIP
40439,2024-10-03,EU,France,Returning
40440,2025-07-07,EU,Netherlands,New
40441,2024-08-10,APAC,South Korea,Returning
40442,2023-02-08,APAC,South Korea,VIP
40443,2024-05-12,NA,Mexico,New
40444,2025-01-24,NA,Canada,New
40445,2025-02-06,NA,Mexico,New
40446,2024-01-12,EU,Poland,New
40447,2023-06-16,EU,Italy,New
40448,2025-04-26,EU,Netherlands,New
40449,2025-03-12,APAC,India,Returning
40450,2025-05-06,NA,United States,New
40451,2024-10-15,NA,United States,New
40452,2025-03-18,NA,United States,Returning
40453,2024-01-28,APAC,Singapore,Returning
40454,2025-01-28,EU,Sweden,Returning
40455,2024-04-20,EU,Poland,New
40456,2025-02-12,EU,Italy,New
40457,2023-05-23,EU,Spain,Returning
40458,2023-10-16,EU,Italy,New
40459,2023-07-28,EU,France,Returning
40460,2024-01-31,NA,Mexico,New
40461,2025-03-04,EU,France,New
40462,2023-04-23,EU,Germany,New
40463,2024-12-12,NA,Canada,Returning
40464,2025-03-19,NA,United States,Returning
40465,2024-10-15,EU,Poland,Returning
40466,2024-09-21,EU,Netherlands,New
40467,2023-05-15,NA,Mexico,Returning
40468,2024-08-19,EU,Germany,Returning
40469,2023-08-09,EU,Sweden,New
40470,2023-08-28,NA,Canada,New
40471,2025-04-19,EU,France,Returning
40472,2024-08-22,EU,Netherlands,Returning
40473,2025-08-25,EU,France,New
40474,2024-03-18,NA,United States,New
40475,2023-12-15,NA,Canada,New
40476,2025-08-27,EU,Sweden,New
40477,2024-08-29,APAC,Australia,New
40478,2025-04-20,NA,United States,Returning
40479,2023-02-13,EU,France,New
40480,2024-05-27,EU,Netherlands,New
40481,2025-03-06,EU,Italy,Returning
40482,2025-02-26,NA,Canada,New
40483,2024-11-27,EU,Netherlands,New
40484,2023-06-10,NA,Canada,New
40485,2024-06-16,NA,Mexico,New
40486,2023-04-09,EU,Poland,New
40487,2025-02-20,NA,Canada,VIP
40488,2024-09-06,EU,Italy,New
40489,2023-07-08,NA,Mexico,Returning
40490,2024-12-08,APAC,Singapore,New
40491,2024-12-01,EU,Italy,New
40492,2023-02-21,NA,United States,New
40493,2023-03-28,NA,Mexico,New
40494,2023-07-15,EU,Spain,Returning
40495,2023-03-10,NA,United States,Returning
40496,2024-06-07,NA,Canada,New
40497,2025-05-07,NA,United States,New
40498,2023-03-03,EU,Sweden,New
40499,2024-08-21,NA,Canada,VIP
40500,2024-02-18,EU,Netherlands,New
40501,2025-03-25,APAC,Singapore,New
40502,2024-04-14,EU,Poland,New
40503,2024-10-13,APAC,India,New
40504,2025-06-16,EU,France,New
40505,2023-05-13,EU,Germany,New
40506,2023-11-04,EU,Germany,New
40507,2023-09-20,APAC,Australia,New
40508,2023-06-14,NA,Mexico,New
40509,2024-09-23,EU,Italy,New
40510,2023-01-08,EU,Poland,New
40511,2024-01-11,APAC,Japan,Returning
40512,2023-04-29,EU,Germany,New
40513,2024-08-22,EU,Germany,New
40514,2025-01-01,NA,Mexico,New
40515,2024-03-30,EU,Spain,New
40516,2024-03-09,NA,United States,New
40517,2024-03-14,NA,Canada,Returning
40518,2023-07-13,APAC,Japan,Returning
40519,2024-01-01,NA,United States,New
40520,2025-06-27,EU,Spain,New
40521,2023-02-10,NA,United States,New
40522,2025-02-06,APAC,India,New
40523,2023-06-10,EU,Spain,New
40524,2023-04-22,NA,Mexico,New
40525,2023-10-06,EU,Spain,Returning
40526,2023-09-19,NA,Mexico,New
40527,2023-11-04,EU,Poland,New
40528,2025-04-07,NA,Mexico,New
40529,2025-05-31,EU,Sweden,Returning
40530,2024-11-05,APAC,Japan,Returning
40531,2023-05-23,APAC,Japan,Returning
40532,2025-07-09,NA,Mexico,Returning
40533,2025-04-05,EU,Italy,Returning
40534,2023-03-16,APAC,India,New
40535,2024-01-13,APAC,India,Returning
40536,2025-01-25,EU,Spain,Returning
40537,2023-03-28,EU,France,VIP
40538,2023-03-16,APAC,Singapore,New
40539,2024-08-13,APAC,South Korea,New
40540,2023-11-24,EU,France,New
40541,2024-03-06,APAC,Australia,Returning
40542,2025-01-01,EU,Spain,Returning
40543,2024-06-14,EU,Spain,New
40544,2024-11-23,EU,France,New
40545,2023-05-03,EU,Germany,New
40546,2023-01-03,NA,Mexico,Returning
40547,2023-09-03,APAC,South Korea,New
40548,2023-07-16,APAC,Singapore,New
40549,2023-11-12,EU,Italy,New
40550,2025-01-28,NA,Canada,Returning
40551,2023-05-29,NA,Canada,Returning
40552,2023-05-03,EU,Italy,New
40553,2023-07-15,EU,Italy,New
40554,2023-11-14,EU,France,New
40555,2023-07-12,NA,Mexico,New
40556,2023-06-29,NA,Canada,Returning
40557,2024-07-18,EU,Germany,VIP
40558,2023-04-19,EU,France,Returning
40559,2023-05-30,NA,Canada,New
40560,2025-03-25,EU,Spain,New
40561,2023-01-18,EU,Italy,New
40562,2023-03-01,NA,Mexico,Returning
40563,2023-03-09,NA,United States,Returning
40564,2024-06-06,EU,Spain,New
40565,2024-11-07,NA,Mexico,New
40566,2024-11-05,EU,Sweden,New
40567,2024-11-03,APAC,Australia,VIP
40568,2023-02-26,EU,France,Returning
40569,2023-12-02,NA,United States,Returning
40570,2024-09-08,APAC,Singapore,New
40571,2024-10-26,EU,Spain,New
40572,2023-11-22,EU,Netherlands,New
40573,2025-04-04,EU,Spain,New
40574,2025-03-22,EU,Netherlands,New
40575,2025-01-15,NA,Canada,Returning
40576,2025-02-15,EU,Sweden,Returning
40577,2025-08-07,NA,United States,Returning
40578,2025-02-12,APAC,India,New
40579,2024-07-24,EU,Spain,New
40580,2024-01-24,NA,Mexico,Returning
40581,2023-12-19,NA,United States,New
40582,2025-03-12,NA,Canada,New
40583,2023-10-16,NA,United States,Returning
40584,2024-09-05,EU,Germany,New
40585,2024-05-04,NA,Canada,Returning
40586,2024-01-04,EU,Germany,Returning
40587,2024-03-15,EU,Spain,New
40588,2023-03-20,NA,United States,New
40589,2024-11-22,NA,Mexico,Returning
40590,2023-03-07,EU,Netherlands,Returning
40591,2023-03-13,NA,Canada,Returning
40592,2023-09-02,EU,Poland,New
40593,2024-06-01,NA,Canada,Returning
40594,2023-10-19,NA,Canada,New
40595,2025-05-07,NA,United States,Returning
40596,2025-06-22,EU,Germany,Returning
40597,2024-01-19,APAC,Singapore,New
40598,2025-08-31,APAC,Singapore,Returning
40599,2023-03-28,EU,Spain,VIP
40600,2023-05-20,EU,Sweden,New
40601,2023-12-05,EU,Germany,New
40602,2025-07-07,NA,United States,New
40603,2024-05-05,NA,Canada,New
40604,2024-11-19,EU,Sweden,Returning
40605,2024-09-27,APAC,India,Returning
40606,2024-04-30,EU,Spain,New
40607,2025-06-26,APAC,South Korea,New
40608,2025-07-18,EU,France,New
40609,2024-03-12,NA,Mexico,New
40610,2024-11-26,EU,Poland,New
40611,2024-08-30,APAC,India,New
40612,2024-08-01,NA,Mexico,New
40613,2023-04-09,APAC,Japan,New
40614,2023-07-24,NA,United States,Returning
40615,2025-08-22,APAC,Australia,New
40616,2023-08-27,APAC,Singapore,New
40617,2024-09-26,NA,Mexico,New
40618,2025-06-06,APAC,Australia,New
40619,2024-08-09,EU,France,New
40620,2023-07-29,EU,Germany,Returning
40621,2025-04-17,NA,Canada,Returning
40622,2023-02-01,NA,Mexico,New
40623,2024-12-05,EU,Netherlands,Returning
40624,2023-09-17,NA,Mexico,Returning
40625,2024-09-15,EU,Spain,New
40626,2024-04-13,EU,Spain,New
40627,2024-07-08,NA,United States,Returning
40628,2024-01-08,NA,Canada,Returning
40629,2024-05-30,APAC,Japan,Returning
40630,2025-06-30,APAC,Singapore,New
40631,2025-03-15,EU,Netherlands,New
40632,2024-02-12,EU,Italy,New
40633,2025-07-05,NA,Canada,New
40634,2025-05-15,EU,Poland,New
40635,2024-09-03,APAC,Japan,Returning
40636,2024-08-02,NA,Canada,Returning
40637,2023-02-04,APAC,South Korea,New
40638,2024-05-25,APAC,Singapore,New
40639,2023-07-27,NA,Mexico,Returning
40640,2023-06-06,EU,Italy,New
40641,2025-04-16,NA,Canada,New
40642,2023-09-21,APAC,South Korea,Returning
40643,2024-08-22,EU,Poland,Returning
40644,2025-04-24,APAC,India,New
40645,2024-08-05,EU,Sweden,New
40646,2025-01-29,NA,Canada,New
40647,2025-01-24,EU,Spain,New
40648,2024-03-11,EU,France,New
40649,2025-06-16,NA,United States,New
40650,2025-06-04,EU,Sweden,New
40651,2023-11-25,EU,Sweden,Returning
40652,2025-03-08,NA,United States,New
40653,2023-06-28,APAC,Singapore,New
40654,2023-04-20,NA,Mexico,Returning
40655,2024-05-31,APAC,Japan,New
40656,2024-08-13,NA,Mexico,New
40657,2024-07-22,NA,Mexico,Returning
40658,2025-02-17,EU,Germany,Returning
40659,2024-01-16,NA,Canada,Returning
40660,2025-02-26,EU,Poland,Returning
40661,2025-05-28,EU,Poland,Returning
40662,2023-03-30,APAC,Singapore,New
40663,2024-03-13,EU,Germany,New
40664,2023-08-07,APAC,Japan,Returning
40665,2024-10-01,EU,Italy,Returning
40666,2024-02-07,EU,Sweden,VIP
40667,2023-10-02,APAC,India,New
40668,2023-09-03,EU,Sweden,New
40669,2023-12-12,EU,Spain,Returning
40670,2023-04-17,EU,Italy,New
40671,2023-04-12,NA,Mexico,New
40672,2024-09-04,EU,Germany,New
40673,2025-07-07,NA,Canada,Returning
40674,2024-05-09,EU,Poland,New
40675,2025-06-22,EU,Poland,New
40676,2023-05-31,EU,Netherlands,Returning
40677,2025-08-05,NA,United States,New
40678,2024-07-25,NA,Canada,New
40679,2024-12-25,NA,Canada,New
40680,2023-03-02,EU,Germany,New
40681,2024-08-11,EU,Netherlands,Returning
40682,2024-01-09,EU,Sweden,Returning
40683,2025-05-25,EU,Netherlands,Returning
40684,2025-02-10,NA,United States,VIP
40685,2025-04-21,EU,Italy,New
40686,2025-05-16,EU,Spain,New
40687,2024-12-02,APAC,Singapore,New
40688,2023-08-27,EU,Sweden,Returning
40689,2023-10-03,EU,Poland,Returning
40690,2025-04-17,EU,Italy,New
40691,2024-08-08,APAC,India,New
40692,2025-05-18,EU,Sweden,Returning
40693,2025-02-13,NA,United States,Returning
40694,2024-08-14,NA,Mexico,New
40695,2023-05-29,EU,Sweden,Returning
40696,2025-08-14,EU,Poland,New
40697,2023-08-25,APAC,India,New
40698,2023-08-28,APAC,Australia,New
40699,2023-05-23,EU,Spain,New
40700,2023-03-09,EU,France,New
40701,2024-01-01,EU,France,New
40702,2025-04-01,NA,Canada,New
40703,2025-04-23,EU,Germany,Returning
40704,2024-04-23,NA,United States,New
40705,2023-11-03,NA,Canada,Returning
40706,2023-12-04,NA,Mexico,New
40707,2025-06-14,NA,Canada,Returning
40708,2023-02-23,EU,France,New
40709,2023-02-25,APAC,Singapore,Returning
40710,2023-03-04,APAC,India,New
40711,2025-05-14,APAC,Singapore,Returning
40712,2023-03-30,NA,United States,New
40713,2025-07-06,NA,United States,Returning
40714,2023-06-28,EU,Netherlands,Returning
40715,2024-06-18,NA,Canada,Returning
40716,2025-08-03,NA,Canada,New
40717,2023-04-23,NA,Canada,New
40718,2023-10-02,EU,France,Returning
40719,2024-12-09,EU,France,Returning
40720,2025-03-06,EU,Netherlands,Returning
40721,2025-06-02,EU,Sweden,New
40722,2023-01-19,EU,Poland,New
40723,2025-01-26,EU,Spain,Returning
40724,2023-11-10,NA,Mexico,VIP
40725,2024-06-27,NA,United States,New
40726,2025-06-01,NA,Canada,VIP
40727,2025-05-28,NA,United States,New
40728,2023-06-30,EU,Spain,New
40729,2024-04-03,EU,Poland,Returning
40730,2023-10-04,EU,Poland,New
40731,2024-08-21,NA,Mexico,New
40732,2025-03-16,NA,Canada,New
40733,2023-11-06,APAC,Singapore,New
40734,2023-04-29,EU,Germany,Returning
40735,2023-03-04,EU,Poland,Returning
40736,2023-02-21,EU,Sweden,Returning
40737,2023-12-23,APAC,South Korea,New
40738,2025-07-29,APAC,Japan,New
40739,2023-09-03,EU,Germany,New
40740,2024-01-30,APAC,Japan,New
40741,2024-10-19,APAC,Japan,New
40742,2024-10-02,NA,Canada,VIP
40743,2023-09-21,EU,Sweden,Returning
40744,2023-05-04,APAC,South Korea,New
40745,2023-06-02,APAC,Australia,New
40746,2023-08-03,NA,Mexico,New
40747,2023-03-25,EU,Germany,Returning
40748,2024-03-24,EU,Sweden,New
40749,2024-09-20,APAC,Australia,New
40750,2024-10-19,NA,United States,New
40751,2025-06-04,NA,United States,New
40752,2023-10-13,EU,France,New
40753,2024-09-29,NA,Canada,New
40754,2025-05-11,NA,United States,New
40755,2023-01-28,NA,United States,New
40756,2025-01-30,EU,France,New
40757,2023-03-27,EU,Italy,Returning
40758,2024-06-21,EU,France,Returning
40759,2025-03-20,EU,Poland,Returning
40760,2024-03-23,EU,Poland,New
40761,2024-06-29,APAC,India,New
40762,2024-08-26,NA,United States,Returning
40763,2024-07-16,EU,Poland,New
40764,2024-12-13,NA,Mexico,VIP
40765,2025-04-16,EU,Poland,Returning
40766,2023-05-12,APAC,Australia,New
40767,2024-02-10,EU,Sweden,New
40768,2025-04-10,NA,United States,New
40769,2024-01-07,EU,Germany,New
40770,2024-04-21,EU,Poland,New
40771,2024-12-23,EU,Poland,New
40772,2025-06-30,EU,Germany,New
40773,2023-09-03,EU,Italy,New
40774,2025-07-19,NA,Mexico,New
40775,2024-11-22,APAC,Australia,VIP
40776,2023-01-30,NA,United States,New
40777,2025-04-19,EU,Germany,New
40778,2024-01-10,EU,Spain,Returning
40779,2023-10-02,EU,Spain,New
40780,2024-05-27,APAC,India,Returning
40781,2024-07-15,NA,Mexico,VIP
40782,2024-06-09,EU,Italy,New
40783,2023-02-23,NA,Mexico,New
